# flux          loglam   ivar         
  2.2191415     3.5994   1.800115     
  2.0522351     3.5995   1.8926533    
  1.8833381     3.5996   1.8938435    
  2.0338268     3.5997   1.8738497    
  1.5451365     3.5998   2.006917     
  1.7850997     3.5999   1.813843     
  2.5383224     3.6      1.6150506    
  1.9311683     3.6001   1.6029651    
  1.5855845     3.6002   1.7739302    
  1.7127197     3.6003   1.8204821    
  1.995577      3.6004   1.6977271    
  1.6860609     3.6005   1.8007241    
  1.0164477     3.6006   2.10567      
  1.218957      3.6007   1.9725516    
  2.209245      3.6008   1.9527493    
  0.87004036    3.6009   2.2220633    
  0.64983547    3.601    2.2436678    
  1.0068947     3.6011   2.137639     
  1.4156646     3.6012   1.8794231    
  2.5695534     3.6013   1.5138487    
  1.7951833     3.6014   1.5598329    
  0.952907      3.6015   1.772035     
  0.81459445    3.6016   1.9729276    
  2.352324      3.6017   1.7248266    
  3.8098383     3.6018   1.6745135    
  2.1967742     3.6019   1.900531     
  0.53504854    3.602    2.0206249    
  1.9007477     3.6021   1.8381616    
  1.8021272     3.6022   1.7161824    
  0.74921465    3.6023   2.016158     
  0.898448      3.6024   2.1056309    
  1.8122834     3.6025   1.8934008    
  0.8639541     3.6026   1.8825028    
  0.44434604    3.6027   1.9063263    
  2.265554      3.6028   1.8251824    
  1.8516966     3.6029   1.8713839    
  0.15631786    3.603    1.9919204    
  2.5706675     3.6031   1.5529107    
  2.323505      3.6032   1.4643553    
  1.3076712     3.6033   1.7521702    
  0.7194361     3.6034   1.9317576    
  1.5601977     3.6035   1.8607528    
  2.4527512     3.6036   1.7544072    
  2.0255175     3.6037   1.5642164    
  5.0820236     3.6038   1.2798718    
  6.5473676     3.6039   1.1012061    
  6.099268      3.604    1.2188573    
  8.621764      3.6041   0.99439484   
  11.407576     3.6042   0.8942537    
  6.7100463     3.6043   1.0315922    
  2.4519787     3.6044   1.328929     
  0.46860075    3.6045   1.6370273    
  1.1207398     3.6046   1.7091647    
  1.9065378     3.6047   1.5832131    
  1.7838101     3.6048   1.5203465    
  1.7028219     3.6049   1.3971416    
  0.4617617     3.605    1.7764956    
  2.2734654     3.6051   1.654587     
  1.682008      3.6052   1.8840721    
  0.6762406     3.6053   1.983399     
  1.2302239     3.6054   2.0664144    
  0.9714946     3.6055   2.1899612    
  0.2953219     3.6056   2.3223362    
  0.4084118     3.6057   2.5493426    
  0.9896509     3.6058   2.5739338    
  2.481201      3.6059   1.8796554    
  3.246365      3.606    1.760155     
  1.3666552     3.6061   1.8925828    
  1.6642805     3.6062   2.1516428    
  1.1092042     3.6063   2.1951826    
  0.9547191     3.6064   2.035013     
  2.0995402     3.6065   1.8699317    
  3.1030924     3.6066   1.6689954    
  2.0640867     3.6067   1.6521757    
  1.2702787     3.6068   1.7552339    
  1.3210387     3.6069   1.8064703    
  0.2857846     3.607    1.614457     
  0.83475137    3.6071   1.1469963    
  2.362029      3.6072   0.9705085    
  1.0808753     3.6073   1.2170825    
  2.1819918     3.6074   1.619079     
  1.1790322     3.6075   1.9338477    
  1.4023077     3.6076   1.7468481    
  1.8690393     3.6077   2.115819     
  1.5589666     3.6078   2.0905068    
  2.011029      3.6079   2.0234587    
  2.0478349     3.608    1.9065219    
  1.4202832     3.6081   1.8864827    
  1.7749152     3.6082   1.9612564    
  1.7963924     3.6083   2.1110435    
  1.0124086     3.6084   2.345996     
  1.4010444     3.6085   2.40543      
  2.8347585     3.6086   2.0612504    
  2.2464602     3.6087   2.1297684    
  2.0049932     3.6088   2.1117575    
  1.7326963     3.6089   2.051051     
  1.1634403     3.609    1.8508067    
  1.788159      3.6091   1.6171012    
  2.5791447     3.6092   1.6403697    
  0.9681207     3.6093   1.9824954    
  -0.07681397   3.6094   2.3324125    
  1.0948547     3.6095   2.0412016    
  2.7009456     3.6096   1.8950038    
  2.245396      3.6097   2.0848644    
  2.4045832     3.6098   1.9360212    
  1.6456565     3.6099   1.8118722    
  1.8141125     3.61     1.9077269    
  2.2318313     3.6101   2.0917847    
  2.3707726     3.6102   2.0668225    
  2.9359314     3.6103   1.6771668    
  2.1896594     3.6104   1.873649     
  1.5446522     3.6105   2.038299     
  0.7588649     3.6106   2.343063     
  1.1470765     3.6107   2.3135877    
  2.0086133     3.6108   2.17591      
  0.99517566    3.6109   2.2455897    
  1.197562      3.611    2.4138036    
  0.5816867     3.6111   2.4581904    
  2.228098      3.6112   2.4555972    
  2.4870152     3.6113   2.232896     
  0.8211954     3.6114   2.5958464    
  2.0761697     3.6115   2.4529283    
  1.7262784     3.6116   2.6698015    
  1.917664      3.6117   2.6693208    
  1.5901312     3.6118   2.618988     
  1.5720654     3.6119   2.5497174    
  2.3425531     3.612    2.4170275    
  2.6991823     3.6121   2.2263033    
  2.765752      3.6122   2.0064657    
  1.5942943     3.6123   2.371244     
  2.493489      3.6124   2.6286008    
  2.4339807     3.6125   2.668425     
  0.6149126     3.6126   2.960232     
  1.2856845     3.6127   2.8241973    
  1.766218      3.6128   2.4277709    
  2.5248308     3.6129   2.2749906    
  1.6822647     3.613    2.6511812    
  1.3749405     3.6131   3.1892638    
  1.8207384     3.6132   2.7905233    
  0.36105365    3.6133   3.4342434    
  1.0656915     3.6134   3.2258828    
  0.7364075     3.6135   3.4065812    
  1.405302      3.6136   3.1881986    
  1.2536663     3.6137   3.3835526    
  0.45795384    3.6138   3.1471465    
  1.9859926     3.6139   2.8363698    
  0.5279384     3.614    3.2885258    
  0.94740754    3.6141   3.4797015    
  0.8267261     3.6142   3.5580263    
  1.3951439     3.6143   2.7541702    
  2.6252315     3.6144   2.5465922    
  1.5708593     3.6145   3.011351     
  1.7759485     3.6146   3.135216     
  0.77925944    3.6147   3.0166078    
  1.7308499     3.6148   2.7117       
  2.70458       3.6149   2.5402164    
  1.2794038     3.615    2.7991228    
  -0.07707999   3.6151   3.0139046    
  2.7317882     3.6152   2.3628352    
  1.2214493     3.6153   2.6804423    
  1.3822707     3.6154   2.7111285    
  1.9209228     3.6155   2.9712281    
  1.2180785     3.6156   2.879744     
  2.2632334     3.6157   2.7939532    
  1.4651868     3.6158   2.7897248    
  1.8363801     3.6159   2.836205     
  1.63436       3.616    3.1183224    
  0.961503      3.6161   3.5597243    
  1.2165005     3.6162   3.2679906    
  2.3735437     3.6163   2.3472335    
  1.9408728     3.6164   2.3459258    
  1.8118469     3.6165   2.5925853    
  2.1155202     3.6166   2.7888107    
  1.5603079     3.6167   3.0503685    
  1.2960031     3.6168   2.9228034    
  2.9469447     3.6169   2.7895775    
  -0.13558777   3.617    3.0267167    
  1.3770807     3.6171   2.5924635    
  2.0948954     3.6172   2.3095086    
  1.3028426     3.6173   3.0517054    
  0.832517      3.6174   3.6735444    
  0.48785254    3.6175   3.4800334    
  1.5617454     3.6176   2.6434813    
  2.1883142     3.6177   2.2178476    
  2.3312647     3.6178   2.4470298    
  1.3141427     3.6179   3.2965467    
  0.22886159    3.618    4.0434537    
  2.1069002     3.6181   3.4601767    
  5.9714527     3.6182   2.0164225    
  11.648959     3.6183   1.2480211    
  13.855016     3.6184   1.1497078    
  9.59386       3.6185   1.4656672    
  3.111614      3.6186   2.3602545    
  2.0696542     3.6187   2.5010965    
  1.9510237     3.6188   2.551324     
  2.010007      3.6189   2.9036798    
  1.5144674     3.619    3.059275     
  1.497488      3.6191   2.6111124    
  1.9909368     3.6192   1.9276237    
  1.2872465     3.6193   2.0188901    
  0.82509243    3.6194   2.9222841    
  1.5140681     3.6195   2.7813652    
  1.691701      3.6196   2.7559364    
  1.076795      3.6197   2.8476062    
  0.60866416    3.6198   2.8547184    
  1.2076238     3.6199   2.582863     
  2.5474663     3.62     2.467866     
  1.1370043     3.6201   2.712558     
  1.4303083     3.6202   2.6928926    
  2.5708323     3.6203   2.5982618    
  1.7511097     3.6204   2.4329793    
  0.37733686    3.6205   2.8545103    
  2.7300956     3.6206   2.7946103    
  2.3143842     3.6207   3.1888978    
  1.2983868     3.6208   3.168255     
  1.5580848     3.6209   3.0130227    
  1.6969783     3.621    3.3005698    
  0.019286001   3.6211   3.568503     
  0.8372416     3.6212   3.295643     
  0.37378383    3.6213   3.1611404    
  1.6781073     3.6214   2.959278     
  1.9966879     3.6215   3.316937     
  0.22265664    3.6216   4.041963     
  1.1108048     3.6217   3.49309      
  1.8001066     3.6218   2.893576     
  1.8732041     3.6219   2.947317     
  1.8965933     3.622    3.5414877    
  1.1758512     3.6221   4.135294     
  0.4765616     3.6222   4.080634     
  1.7915707     3.6223   3.4398406    
  1.3857163     3.6224   3.2599294    
  1.4083086     3.6225   3.4095736    
  0.16724704    3.6226   4.1789775    
  -0.1836744    3.6227   3.876376     
  1.1813778     3.6228   3.5146935    
  0.93176997    3.6229   3.7523103    
  0.9840633     3.623    4.087747     
  1.0436531     3.6231   4.072983     
  0.9629252     3.6232   3.813952     
  1.3168353     3.6233   3.4493961    
  1.5382403     3.6234   3.31243      
  0.63537824    3.6235   3.7640693    
  2.2391264     3.6236   3.633547     
  2.3555477     3.6237   3.3599203    
  1.9088538     3.6238   3.372155     
  1.9318558     3.6239   3.2065754    
  1.4727297     3.624    3.7082658    
  -0.3665964    3.6241   4.093783     
  0.65495944    3.6242   4.000831     
  1.867289      3.6243   3.5434728    
  1.5395111     3.6244   3.3250034    
  1.2308694     3.6245   3.463085     
  1.1448848     3.6246   3.6381447    
  -0.3131718    3.6247   4.2600274    
  2.0580077     3.6248   3.0396068    
  1.515523      3.6249   3.3591876    
  1.7094636     3.625    3.4798412    
  2.3631735     3.6251   3.4437897    
  1.6195183     3.6252   3.9588697    
  1.1865106     3.6253   3.7164845    
  2.2969174     3.6254   3.3546534    
  1.3693167     3.6255   3.7435005    
  0.91319704    3.6256   4.287089     
  1.1885861     3.6257   4.249021     
  1.2897221     3.6258   4.206728     
  1.4881388     3.6259   4.058257     
  0.81973565    3.626    4.501326     
  0.7620234     3.6261   4.35132      
  1.9988539     3.6262   3.555905     
  1.7122271     3.6263   4.107412     
  0.21993464    3.6264   4.634885     
  2.001084      3.6265   4.4087825    
  1.5918452     3.6266   4.048447     
  2.261821      3.6267   3.6317751    
  2.0283484     3.6268   3.3041482    
  1.0147283     3.6269   3.6804414    
  1.1786859     3.627    3.6876469    
  2.6181176     3.6271   2.9238186    
  1.7011634     3.6272   3.0143845    
  1.9234647     3.6273   3.128837     
  1.7024598     3.6274   3.9456234    
  1.5446862     3.6275   4.0248094    
  1.8343257     3.6276   3.3654358    
  1.0025659     3.6277   3.7767005    
  1.7911742     3.6278   3.890042     
  1.7734954     3.6279   3.517068     
  1.091771      3.628    3.4978313    
  0.89186287    3.6281   3.0374277    
  1.3030953     3.6282   2.5211468    
  1.3745509     3.6283   2.992745     
  1.9332355     3.6284   3.6674254    
  1.4014364     3.6285   3.765313     
  1.33291       3.6286   3.652789     
  1.1950715     3.6287   4.2721896    
  0.5932635     3.6288   4.2092295    
  1.1714795     3.6289   3.6270776    
  1.6072701     3.629    3.3051767    
  1.3379865     3.6291   3.5462215    
  1.1803124     3.6292   3.8548567    
  1.1932281     3.6293   3.7842455    
  1.2076377     3.6294   3.7489069    
  1.4350461     3.6295   4.432577     
  1.2875651     3.6296   4.689787     
  1.5093893     3.6297   3.9355035    
  2.0220716     3.6298   3.2115026    
  2.14958       3.6299   3.512712     
  1.4811753     3.63     3.5856845    
  0.64299923    3.6301   3.972934     
  0.96028465    3.6302   4.136832     
  0.5589175     3.6303   4.4677095    
  0.7258965     3.6304   4.506709     
  1.0827444     3.6305   3.8351808    
  1.0978233     3.6306   3.7886195    
  1.7203906     3.6307   3.6905866    
  1.5106878     3.6308   3.719201     
  1.3095212     3.6309   3.66314      
  1.3827726     3.631    4.4383216    
  1.3147842     3.6311   4.484138     
  1.1576989     3.6312   3.8352451    
  1.637762      3.6313   3.04709      
  1.8557754     3.6314   3.12002      
  1.8216205     3.6315   3.2793343    
  1.0143188     3.6316   3.4278655    
  0.8609749     3.6317   3.8804443    
  1.39883       3.6318   4.5083923    
  0.37506676    3.6319   4.9200454    
  1.547205      3.632    4.074397     
